gene	region	logFC_DEG	logCPM_DEG	LR	PValue_DEG	padj	logFC_DTR	logCPM_DTR	F	PValue_DTR	FDR	DTR_direction
HELPU_000044	jcf7180000417096_406501_406600	0.771292709327129	5.28769030334114	9.01283173188258	0.00268090736948638	0.0295476737582463	-5.30156351303888	0.223035381654417	10.3159957878192	0.00482574038284076	0.0488521361644141	DTR_Mdw
HELPU_000126	jcf7180000420409_225101_225200	1.73259807745031	5.83860150800923	8.78852165318798	0.00303131802912099	0.0322389819463101	6.14314645815003	-0.750369123056915	15.6824501818088	0.00222012623128314	0.0307422816556797	DTR_Mup
HELPU_000177	jcf7180000420409_651901_652000	1.43825234278001	6.17733654247685	15.890479054947	6.7115499808742e-05	0.00202943897853408	4.65018441211158	0.307600921671084	11.83601072642	0.00258369851990507	0.0336703678948473	DTR_Mup
HELPU_000179	jcf7180000420409_684101_684200	-1.73941557749888	3.48421478395693	8.97557865787113	0.00273611916233087	0.0298948379676271	7.65317919123419	4.13355570085985	16.3076661679924	0.000641405646319317	0.0149814349914498	DTR_Mup
HELPU_000184	jcf7180000420409_725201_725500	1.91823850286532	4.74707370392576	11.7260866744985	0.000616300512022365	0.0104560549601807	1.66372462188021	1.60508526975268	14.7559526909134	0.00101662400729019	0.0195730701442568	DTR_Mup
HELPU_000227	jcf7180000417097_174601_174900	3.66868325506586	0.718298714203904	7.64084913649607	0.00570610494369239	0.0498631148093994	2.11455784886967	1.28259870748942	22.9474878745134	0.000110857525318679	0.005539075341209	DTR_Mup
HELPU_000248	jcf7180000417097_348901_349000	-3.61848394297345	2.98250560634904	52.7657625772554	3.75795268031262e-13	2.28107727694976e-10	7.33943569832541	0.769424518556836	81.3779407684067	2.6517061780704e-08	6.49162602962538e-05	DTR_Mup
HELPU_000263	jcf7180000417097_492401_492800	4.05683860618475	3.70754102110936	31.7937674811265	1.71442001221238e-08	2.36114534286964e-06	1.70575705066999	1.97079112051465	13.9871047338291	0.00128820207969757	0.0224494690137762	DTR_Mup
HELPU_000263	jcf7180000417097_491901_492000	4.05683860618475	3.70754102110936	31.7937674811265	1.71442001221238e-08	2.36114534286964e-06	1.72293985908289	0.855437959907821	12.4180753332021	0.00212814857682827	0.0299957637033022	DTR_Mup
HELPU_000263	jcf7180000417097_491201_491300	4.05683860618475	3.70754102110936	31.7937674811265	1.71442001221238e-08	2.36114534286964e-06	1.71074220273435	0.43241704267133	10.1077847210683	0.00470653610371742	0.0481011904861629	DTR_Mup
HELPU_000274	jcf7180000417097_718001_718100	-1.15702915290884	5.89276933396972	15.4389762224187	8.52125375155358e-05	0.00244151796738132	2.94480345157967	0.349198685034191	16.4054254360213	0.000828328768142263	0.0173445225581317	DTR_Mup
HELPU_000325	jcf7180000347063_327101_327200	-0.641072772560638	5.92544258262875	8.43788791852551	0.00367482811651997	0.0371311701613106	6.47351223038685	-0.224305366851346	24.4197190714583	0.000267293159650171	0.00913494545270487	DTR_Mup
HELPU_000470	jcf7180000420429_228201_228700	1.84228227330226	8.12806903946121	13.0406035299957	0.000304809853814006	0.00636373082058311	2.42802972048701	1.56050213983827	13.0637083327246	0.0017257945789402	0.0265674601667261	DTR_Mup
HELPU_000528	jcf7180000417094_318201_318400	1.60474813356748	9.74698523121475	10.5898606423405	0.00113709547991877	0.0162544357404834	3.5393872613526	1.28290765213863	15.8451691464567	0.000734087482064168	0.0162440107559636	DTR_Mup
HELPU_000532	jcf7180000417094_393501_393700	-0.921545635646218	7.63663158066886	10.7258062667293	0.00105651623264219	0.0153776594465123	6.97397285963851	0.369838747931758	18.1956823771692	0.000463433015927942	0.0123882254195395	DTR_Mup
HELPU_000606	jcf7180000422200_263001_263500	-3.30730407601743	2.36925072537927	18.6175495657787	1.59743228279628e-05	0.00063791879296445	5.57446039523793	4.84047808433465	11.8082474227739	0.00260792075463772	0.0338689148940656	DTR_Mup
HELPU_000611	jcf7180000422200_332701_332800	0.796079355979311	7.47412652608652	8.11631131966694	0.00438687285785382	0.0418860701633899	-5.05690298266666	-0.0294846452092317	10.6802518465037	0.00426348725096984	0.0454046756829528	DTR_Mdw
HELPU_000841	jcf7180000420431_99601_100100	0.873717020466739	7.43106343629187	9.43085110701829	0.00213365243030192	0.025376218926138	1.37937252620415	2.28395894986684	14.4215545168287	0.00112467423295939	0.0207398828761722	DTR_Mup
HELPU_000841	jcf7180000420431_98601_98800	0.873717020466739	7.43106343629187	9.43085110701829	0.00213365243030192	0.025376218926138	2.06778294479438	1.06312270843603	10.6006848615791	0.00395055098642817	0.0433375897123578	DTR_Mup
HELPU_000841	jcf7180000420431_97301_97600	0.873717020466739	7.43106343629187	9.43085110701829	0.00213365243030192	0.025376218926138	4.78179277765218	0.81624418000866	21.3227706924899	0.000165695396959261	0.00696501841280455	DTR_Mup
HELPU_000845	jcf7180000420431_136201_136600	0.879368874767804	5.26166036590096	18.8987320898982	1.37844254714907e-05	0.000569050249501919	1.44758175306929	1.48770819973005	11.6583114507801	0.00274316055456494	0.0348757267593934	DTR_Mup
HELPU_000919	jcf7180000347162_548201_548300	1.14483113659772	6.16302287658325	16.4439400524221	5.0110109087894e-05	0.00161346675410903	2.67394752541755	0.00273951641232307	11.4927911329285	0.00289954625059087	0.0360548235931122	DTR_Mup
HELPU_000975	jcf7180000347071_741401_741800	4.2820400289472	2.47112704111998	7.866716950111	0.00503529915229032	0.0456569211272294	2.10335195701046	0.830417994883304	18.882264929989	0.000312425427684326	0.00993417828323028	DTR_Mup
HELPU_000975	jcf7180000347071_734301_735100	4.2820400289472	2.47112704111998	7.866716950111	0.00503529915229032	0.0456569211272294	-3.40757139376939	0.502677731105973	20.3280662617548	0.000213573633390724	0.00803009386862759	DTR_Mdw
HELPU_000997	jcf7180000421689_365601_365800	1.25582473798461	6.06113362331036	8.24603437512889	0.00408411286425737	0.0399266920250592	1.14820590161989	2.93176376001123	13.9043207097719	0.00132012821869409	0.0227716531425528	DTR_Mup
HELPU_001034	jcf7180000347144_94501_94600	1.92630320255138	1.9698768315625	10.0879085242594	0.00149245403844654	0.0198269413532201	-3.77931080993076	0.146586947436476	13.9358014092894	0.0016496589156362	0.0259226942914273	DTR_Mdw
HELPU_001157	jcf7180000413244_500401_500700	3.04247933315527	6.9448037988152	35.836615807294	2.14577039227825e-09	4.04218746655727e-07	-2.49125139920845	3.40198295068966	13.6876585368717	0.00141494350379167	0.0236812480482842	DTR_Mdw
HELPU_001229	jcf7180000392477_330701_331200	-1.07015247387636	5.02352865567985	7.7441905450876	0.00538856088427283	0.0478921498548521	1.29327396694367	3.7886110330456	14.1622257688304	0.00121881901260344	0.0217317700308113	DTR_Mup
HELPU_001283	jcf7180000413248_348501_348700	-1.56165057663547	4.91144926010852	10.3438728213324	0.00129905168443478	0.0179361061973054	-1.51012011142723	2.0736028362929	10.2077663024834	0.00454105967290934	0.0471210411524981	DTR_Mdw
HELPU_001324	jcf7180000420478_387301_387600	-1.05629380625055	6.86137278937356	9.77902250679597	0.00176514128935856	0.022167739916703	-1.18261293311754	3.26582867559868	16.0821296352031	0.000683747369677891	0.0155567326916141	DTR_Mdw
HELPU_001359	jcf7180000347157_237201_237800	0.660670778224195	6.46155877384445	10.1099958752505	0.00147467293770858	0.0196651055948786	-2.52248055129153	1.33220649894106	18.1313151030696	0.000383470710674328	0.0111517074575654	DTR_Mdw
HELPU_001359	jcf7180000347157_236301_236500	0.660670778224195	6.46155877384445	10.1099958752505	0.00147467293770858	0.0196651055948786	-3.18048555083713	0.487463689394024	13.4983852943461	0.00150214062556193	0.0245806410057806	DTR_Mdw
HELPU_001625	jcf7180000348054_186301_186400	-4.7814125423211	6.58590332902427	22.4274737950337	2.18229927893111e-06	0.000130531762344533	1.72062206261436	0.278521518913212	11.8007135582637	0.00261166214710175	0.0338944519169874	DTR_Mup
HELPU_001697	jcf7180000417110_97201_97300	-1.64911358862322	4.97393238138828	10.8111455868744	0.00100890853220878	0.0147975966925707	3.03547404015409	0.380869169144553	10.3616145998434	0.00429890383787686	0.0456422245166879	DTR_Mup
HELPU_001716	jcf7180000417110_364901_365000	-3.13950894381989	0.866679732229225	9.83560378475666	0.00171166088351841	0.0216665432766853	3.02926692001022	-0.302768207616598	10.7238897052865	0.00397595582482498	0.0435222603959476	DTR_Mup
HELPU_001772	jcf7180000347187_55601_55800	-0.760441974296718	5.55364993710827	9.31477423640087	0.00227313386859757	0.0265936044241885	-2.02026753250234	2.20670522620047	11.5808815368035	0.00281603088367967	0.035441922748911	DTR_Mdw
HELPU_001961	jcf7180000421847_212101_212300	1.18542209603141	4.03321935402892	9.50278024229898	0.00205160798673713	0.0246508821808173	2.30464735293016	2.14029643800423	32.7348525497816	1.33032052270295e-05	0.00171023212009084	DTR_Mup
HELPU_001983	jcf7180000347170_236401_236700	-2.10660299025151	6.1496163527674	33.873446465428	5.88159830260743e-09	9.26860717129166e-07	2.53982275370166	0.685673079244262	16.4696053076077	0.000612073042171132	0.0145658229685901	DTR_Mup
HELPU_001984	jcf7180000347170_236401_236700	-1.72585806368579	5.66359686296935	10.3568548008449	0.0012899479167998	0.0178578129937155	2.53982275370166	0.685673079244262	16.4696053076077	0.000612073042171132	0.0145658229685901	DTR_Mup
HELPU_002109	jcf7180000417113_206401_206600	-3.85791353522635	2.6257783025257	9.72701025794676	0.00181579610700412	0.0225961141971834	1.87768247444581	1.02118279236884	11.1288785084779	0.00328669854173431	0.0389167531660075	DTR_Mup
HELPU_002111	jcf7180000417113_246701_247200	-0.653554677921299	5.48124036983178	8.47325252286817	0.00360406435527988	0.036687584297318	-2.02694775048815	1.55388493842223	11.3469112920665	0.00304958804624174	0.0371727106698818	DTR_Mdw
HELPU_002145	jcf7180000422221_277201_277300	-1.09537435823298	3.98050268698455	11.9751683312598	0.000539141961641237	0.00954211404896138	3.5640551671446	-0.143411308972646	10.7213044722031	0.00378677680127099	0.0422727850517439	DTR_Mup
HELPU_002146	jcf7180000422221_290001_290100	-1.87056666229201	1.57294889704753	10.2112438772875	0.00139586994643257	0.0188753403895078	-3.85251882298523	-0.0537036706612182	18.0743992894847	0.000389444607910541	0.0112560495166491	DTR_Mdw
HELPU_002147	jcf7180000422221_295401_296100	-1.6853483000618	6.00694417697035	45.6071227917415	1.44515110466636e-11	6.07296960368639e-09	-2.48667987055689	2.53602921234505	24.9970174476972	6.84402643472246e-05	0.00422939612270368	DTR_Mdw
HELPU_002147	jcf7180000422221_292801_293400	-1.6853483000618	6.00694417697035	45.6071227917415	1.44515110466636e-11	6.07296960368639e-09	-4.42113157630002	3.04398323060368	45.0520336023881	1.55285213191375e-06	0.000551150901595615	DTR_Mdw
HELPU_002207	jcf7180000347142_3701_3900	-1.14522750389757	5.1831530710479	12.9350353333271	0.000322489149864323	0.00663146132638192	-2.29133542984086	0.80621034513274	19.0708105256178	0.00029665372403371	0.00965673783541349	DTR_Mdw
HELPU_002265	jcf7180000347825_274901_275700	-1.43734942824451	5.91323695228975	8.24862923224964	0.00407827866208686	0.0399038262644427	-1.02931178954029	4.50738967827824	11.1186446711162	0.00329497420405161	0.0389598604743758	DTR_Mdw
HELPU_002268	jcf7180000422581_68401_68800	-3.77875169109317	2.27687552898792	9.60502510501379	0.00194045623901437	0.0236644301541828	-3.44107441391189	3.02007105059622	26.0168297298459	5.4275496061132e-05	0.00369877885089266	DTR_Mdw
HELPU_002301	jcf7180000347200_132701_132800	3.27407230971457	1.4414139788595	15.3840601251911	8.77251988408655e-05	0.00247884186862577	6.90666136994079	1.96178824351771	53.4375437183318	4.5125980112171e-07	0.000279689773790678	DTR_Mup
HELPU_002449	jcf7180000417117_116501_116700	-3.21109371186925	2.05968077756471	9.81993097507956	0.00172630820764535	0.0217634347808459	3.74639987940559	0.453135692690695	18.0989970500657	0.000386891332379638	0.0112116677114025	DTR_Mup
HELPU_002775	jcf7180000417141_209501_209600	0.621323734948752	7.28607775631486	8.05448638638567	0.00453911094113502	0.0426801429800699	8.43651758194398	0.148290113076164	47.6537597526889	0.000225515179099216	0.00831213951921903	DTR_Mup
HELPU_002803	jcf7180000348081_182901_183200	-2.47444132551434	4.88290111815931	13.4152450711007	0.000249587553394597	0.00547589077989833	1.61660992126297	3.89455499851241	14.6808460016157	0.00104014130733905	0.0198259502387172	DTR_Mup
HELPU_002935	jcf7180000347444_71601_72000	-3.30557746343864	5.2825348778221	16.3027914988684	5.3984366344275e-05	0.00170801115833267	-3.63089209071849	1.89554493223253	28.0306805476106	3.48701870889074e-05	0.00288406812945136	DTR_Mdw
HELPU_002935	jcf7180000347444_74801_74900	-3.30557746343864	5.2825348778221	16.3027914988684	5.3984366344275e-05	0.00170801115833267	-3.63462368491087	0.545587636412436	20.8243364853836	0.000188013586578657	0.0074742772467682	DTR_Mdw
HELPU_002936	jcf7180000347444_83201_83900	-6.2560082670718	3.40490677731311	21.6313506699563	3.30406892743612e-06	0.000185446526204625	-4.33817816360988	2.28662963534115	13.9250309176252	0.00131340621937203	0.0227184614527492	DTR_Mdw
HELPU_002939	jcf7180000347444_139501_139700	-3.66335987353352	0.605147134832362	11.1932476427611	0.000820955310184286	0.0127202570123737	3.33197354982952	2.32073783223943	13.5699361993885	0.00146849737159913	0.0242133407289777	DTR_Mup
HELPU_002944	jcf7180000347444_208101_208700	-3.78085765847714	4.70811452752637	8.03362249064158	0.00459169163247686	0.0430018480940933	-4.37035219856308	1.02722281149898	35.5515586934464	7.80923511574179e-06	0.00126946070779285	DTR_Mdw
HELPU_002944	jcf7180000347444_205501_205700	-3.78085765847714	4.70811452752637	8.03362249064158	0.00459169163247686	0.0430018480940933	4.80542460583535	0.688721457465168	14.1701853951083	0.00141583646530849	0.0236904890319496	DTR_Mup
HELPU_002944	jcf7180000347444_207601_208000	-3.78085765847714	4.70811452752637	8.03362249064158	0.00459169163247686	0.0430018480940933	-3.96573483902566	0.574907609028785	17.3507479274067	0.00047631377210573	0.0125822304530967	DTR_Mdw
HELPU_003121	jcf7180000348922_36301_36600	-1.48372184034499	4.46275804476549	27.7752477218875	1.36258306283424e-07	1.38465504092855e-05	1.33872609996538	1.42832708830786	13.6602625959902	0.00142530349464223	0.0237905461226651	DTR_Mup
