gene	region	logFC_DEG	logCPM_DEG	LR	PValue_DEG	padj	logFC_DTR	logCPM_DTR	F	PValue_DTR	FDR	DTR_direction
HELPU_000263	jcf7180000417097_490101_490700	3.91737043257051	3.70754102110936	30.0638043300805	4.18061906760557e-08	6.02018847099495e-06	-1.47724282403631	1.97917780015252	17.5482605099885	0.000450135797731534	0.0117718735905318	DTR_Mdw
HELPU_000385	jcf7180000347130_61601_61700	-1.38081631709757	7.98680925187269	15.6964238881397	7.43646367383359e-05	0.00292269072303258	1.91399350039691	0.929788846705306	13.5526581067646	0.00147654450227767	0.0230071197455884	DTR_Mup
HELPU_000403	jcf7180000347130_281301_281800	-1.1736795871386	4.70562376863417	10.1108758254367	0.00147396900690685	0.0279270266522502	-1.55204763191166	1.01242186174337	15.4388233907663	0.0008265299276491	0.0164861063779073	DTR_Mdw
HELPU_000403	jcf7180000347130_280001_280200	-1.1736795871386	4.70562376863417	10.1108758254367	0.00147396900690685	0.0279270266522502	-5.2653692626716	0.0983510947507122	22.4231752074983	0.000386789412902589	0.0107790359184131	DTR_Mdw
HELPU_000424	jcf7180000347130_413301_413500	0.632357169247874	5.20273982261005	8.76603396284417	0.00306892048713822	0.0460998991133211	5.59074288117429	0.542363989195862	11.9642520220733	0.00299199807826512	0.0348577973006088	DTR_Mup
HELPU_000455	jcf7180000420429_53701_53800	-1.06045341960885	2.41998008778582	9.47171941484813	0.00208663702582062	0.0353649371418553	3.64266744515089	-0.256235526202515	17.9838501129549	0.000440240249351274	0.0116518844853943	DTR_Mup
HELPU_000455	jcf7180000420429_49901_50000	-1.06045341960885	2.41998008778582	9.47171941484813	0.00208663702582062	0.0353649371418553	6.82412807151884	1.8354250554594	19.087026073681	0.000368581324265684	0.0104722247930785	DTR_Mup
HELPU_000743	jcf7180000395598_180601_180800	3.25261229289057	1.98271874838261	15.9583226513536	6.47524582930629e-05	0.00264645396250625	1.64764028122886	0.88074307919954	12.5071618480368	0.00206528181342883	0.0279812910446516	DTR_Mup
HELPU_000826	jcf7180000347104_510101_510300	-1.02495040747515	4.14272884792804	8.77878411775612	0.00304754270718282	0.0459777729726148	1.47003126393621	1.74543612779854	26.3174283850516	5.05909917595713e-05	0.00340554812321868	DTR_Mup
HELPU_001021	jcf7180000421689_620901_621100	1.09328817240841	4.0551675003451	9.90137134928889	0.001651556546019	0.030008159903221	2.15763158925302	0.182941320392796	22.2730291328895	0.00013048141570025	0.0057666101612059	DTR_Mup
HELPU_001021	jcf7180000421689_619501_619600	1.09328817240841	4.0551675003451	9.90137134928889	0.001651556546019	0.030008159903221	3.76175898650409	-0.0461822001713477	13.372177791239	0.00156358202090109	0.0237832014092903	DTR_Mup
HELPU_001069	jcf7180000347144_430101_430200	-2.81167431770307	4.48182167611194	25.5113455326189	4.39789152085994e-07	4.62032334201112e-05	2.57905052254097	0.111895677548876	10.8762365284852	0.00358736418944162	0.0389595041589898	DTR_Mup
HELPU_001110	jcf7180000417101_527101_527300	-3.00757653395026	5.120249656257	17.1005314406235	3.54523831741418e-05	0.00165535358359262	-1.46996421849777	2.41120857002897	9.81478730649329	0.00523132953633355	0.0488920294026629	DTR_Mdw
HELPU_001157	jcf7180000413244_499901_500000	1.53997874664437	6.9448037988152	10.2544309505887	0.00136356688230003	0.0261680300164112	-2.48809873385083	0.384821907968783	10.640470732095	0.00389567781082024	0.0408412920768821	DTR_Mdw
HELPU_001158	jcf7180000413244_502901_503100	9.13081178470843	1.39550952524087	16.3904940796655	5.15430772192703e-05	0.00223097567940795	8.07626533139117	3.04930604642752	84.3423154293378	1.27834454659224e-08	3.64113712408261e-05	DTR_Mup
HELPU_001158	jcf7180000413244_503201_503400	9.13081178470843	1.39550952524087	16.3904940796655	5.15430772192703e-05	0.00223097567940795	7.86513552043446	0.102189869180113	81.1762692022252	6.86022950175715e-08	8.77212033705266e-05	DTR_Mup
HELPU_001238	jcf7180000392477_538401_538600	-1.78184790095234	2.58972506396085	10.9901894480115	0.000915954473757183	0.0196744139848053	-2.62999129101268	2.09432439066513	34.968348973536	8.70221549701768e-06	0.00127430954916374	DTR_Mdw
HELPU_001295	jcf7180000420478_82201_82400	1.72369184209646	5.43706983564521	14.782560270784	0.000120646115014207	0.00430223825923798	-1.48213084945632	0.42707664095319	11.6808893438233	0.00271935517543576	0.0329164454771667	DTR_Mdw
HELPU_001377	jcf7180000416160_33501_33600	1.63024357631969	5.65985906666887	11.2039822356561	0.000816219810860931	0.0182746263390708	-3.5230271618675	-0.404831102245268	12.2291098868013	0.00226618700605165	0.0295473937355406	DTR_Mdw
HELPU_001478	jcf7180000420486_236101_236300	1.83260233414482	3.68623264273879	11.4315398647426	0.000722078177428316	0.0167148859461478	3.08612962101627	1.4960293881827	10.4792309172014	0.00412343943526039	0.042270230565175	DTR_Mup
HELPU_001478	jcf7180000420486_244001_244200	1.83260233414482	3.68623264273879	11.4315398647426	0.000722078177428316	0.0167148859461478	-4.61843389988433	2.66084046792794	26.8338086344335	4.52488347571272e-05	0.00320486844534611	DTR_Mdw
HELPU_001570	jcf7180000420436_479401_479500	0.888773254151442	6.98075703953197	9.54098366323313	0.00200934027507111	0.0343748202172656	2.74570108369812	0.218087083430975	12.1412599654482	0.00233320234085537	0.0300786429194247	DTR_Mup
HELPU_001720	jcf7180000417110_409101_409300	-2.58720850788974	2.40519169708989	26.7975052870564	2.25928810854674e-07	2.57135227853976e-05	3.60492390303669	-0.541293443732073	14.941837501561	0.000959464635424614	0.0179349989532333	DTR_Mup
HELPU_001720	jcf7180000417110_410401_410500	-2.58720850788974	2.40519169708989	26.7975052870564	2.25928810854674e-07	2.57135227853976e-05	-4.86472738878349	2.16846697012665	22.6786672822462	0.000118448018165249	0.00545357828307633	DTR_Mdw
HELPU_001983	jcf7180000347170_234201_234600	2.16060944342997	6.1496163527674	35.488571218886	2.56551447059863e-09	5.8006542659212e-07	-1.76211037399914	2.46089827628083	12.8711897480195	0.00183643021251257	0.0261160417297721	DTR_Mdw
HELPU_001984	jcf7180000347170_238101_238400	-1.9366441281948	5.66359686296935	12.8987512488663	0.000328801432616737	0.0093554282624231	2.91015555060802	2.06605215442294	23.7609664277558	9.13388115976075e-05	0.00470165426342298	DTR_Mup
HELPU_002134	jcf7180000422221_130301_130600	1.03929429827685	3.56359546317974	11.1916355565552	0.000821668866263439	0.0183715293986241	-2.95989826675321	1.93922029597762	28.7453966847238	2.9942334064341e-05	0.00256085187191609	DTR_Mdw
HELPU_002146	jcf7180000422221_290001_290100	3.380224050008	1.57294889704753	28.3065031540113	1.03547533333564e-07	1.38867229729231e-05	3.3459992385801	-0.0537036706612182	18.1064699831082	0.000386025092764615	0.0107661157979835	DTR_Mup
HELPU_002147	jcf7180000422221_292801_293400	1.95439508905574	6.00694417697035	59.9492906456125	9.73330731905484e-15	7.2508715296359e-12	3.78245389834453	3.04398323060368	41.6027863149233	2.70909327513601e-06	0.000648077621963949	DTR_Mup
HELPU_002147	jcf7180000422221_295401_296100	1.95439508905574	6.00694417697035	59.9492906456125	9.73330731905484e-15	7.2508715296359e-12	3.01872064560071	2.53602921234505	39.5217257912929	3.85013862252402e-06	0.000809679629393309	DTR_Mup
HELPU_002260	jcf7180000347825_226701_227000	-3.73098037269785	0.618693532332082	13.187168795756	0.000281872415545188	0.00832361624931546	-2.09907986804939	3.67619726222957	10.6901852912248	0.0038282961775326	0.040465251651123	DTR_Mdw
HELPU_002357	jcf7180000416179_168601_168800	-0.77876890582012	4.69429136114163	14.869938508975	0.000115184032958475	0.00416722100696786	6.58022020137422	3.121064399473	16.5665026803607	0.000715831943388245	0.0152728012695828	DTR_Mup
HELPU_002449	jcf7180000417117_118501_118800	-4.81118518392753	2.05968077756471	19.8496894885392	8.37763401959845e-06	0.000518117146970562	1.93385900518092	0.527808626548536	19.6177652925962	0.000256536366541292	0.00856319481734734	DTR_Mup
HELPU_002522	jcf7180000417145_88701_88800	-1.13210137045694	3.76589865931581	18.7605596921105	1.48200465928764e-05	0.000823341503764917	-1.94651198309662	0.333110080455967	11.7689245753599	0.0026426598988087	0.0323667641681382	DTR_Mdw
HELPU_002618	jcf7180000417132_302001_302200	1.02962003839287	5.63697395679393	11.4389081303766	0.000719220416096853	0.016695897166305	-2.10112251075094	0.343043442002064	16.3384435046543	0.000635015130237049	0.0143171818882562	DTR_Mdw
HELPU_002810	jcf7180000421994_42501_42700	-2.10274100613311	5.95983139428632	51.4870720620948	7.20701245737547e-13	3.81018474722344e-10	-2.48737188845423	0.0332108853681215	16.6324302224162	0.000583060584548935	0.0136030214262929	DTR_Mdw
HELPU_002923	jcf7180000347571_135401_135500	1.17437796058815	7.79352998521148	13.4584166237961	0.000243909514142841	0.00749987434763043	-4.08639376260244	0.0494276975218525	19.0316873813862	0.0003003895967463	0.00935317004552878	DTR_Mdw
HELPU_002971	jcf7180000392797_56001_56300	3.45169429335491	2.14774469758168	11.3305239626028	0.000762433856136945	0.0174762635919278	4.55605631691083	0.884079890690887	32.355475825565	1.43497950984273e-05	0.00167488539554085	DTR_Mup
HELPU_002987	jcf7180000392797_236901_237200	3.1203040611886	5.37956260617035	28.1954915257829	1.09659703337277e-07	1.42635942697987e-05	-2.19651658562877	1.49374134160351	13.8464100395221	0.00134611521627338	0.0218486849352035	DTR_Mdw
HELPU_003128	jcf7180000348922_140401_140700	3.9978532746937	2.17848425203191	11.5139975032184	0.000690740731620389	0.0162383984456744	1.98800028168607	1.47879975135408	15.2872878371754	0.000866109193127891	0.0169181664481764	DTR_Mup
HELPU_003128	jcf7180000348922_141801_142300	3.9978532746937	2.17848425203191	11.5139975032184	0.000690740731620389	0.0162383984456744	1.39777440974271	4.83657240169079	10.7874071619865	0.00370023000749413	0.0396438261981709	DTR_Mup
HELPU_003132	jcf7180000348922_177301_177500	1.20076807647622	7.32717818187179	13.4392782552089	0.000246410402254925	0.0075430235598193	4.49280663254929	-0.317503068635098	17.4666738823551	0.000461077567115266	0.0119228511331436	DTR_Mup
HELPU_003592	jcf7180000396137_152901_153400	-2.06293483444726	11.4519358419161	21.8038766593136	3.01989347797149e-06	0.000232361662959976	-2.50076304795063	2.59360671734081	13.5796307514035	0.0014640034710234	0.0228954475672847	DTR_Mdw
HELPU_003632	jcf7180000347158_271901_272300	0.892428422911018	6.71014865492992	9.93951286403503	0.00161768352239245	0.0295714241352321	-1.8811923070801	0.834285055444503	18.1314877364801	0.000382717011685441	0.0107093088614719	DTR_Mdw
