gene	region	logFC_DEG	logCPM_DEG	LR	PValue_DEG	padj	logFC_DTR	logCPM_DTR	F	PValue_DTR	FDR	DTR_direction
HELPU_001875	jcf7180000417119_79501_79700	-1.9378940156418	5.86591450011406	17.4982260795246	2.87575880224435e-05	0.00203090250586427	3.74468383229608	3.72722416933805	44.1987067179646	1.7769547441627e-06	0.00458529564420081	DTR_Mup
HELPU_002217	jcf7180000347142_86201_86300	-1.066883408343	5.13725585422686	9.54813892463977	0.00200152250809018	0.0455596560904028	8.35286086971661	2.43342617130509	26.4158547168928	4.96407148370094e-05	0.0180692557655124	DTR_Mup
HELPU_002306	jcf7180000347200_173901_174200	3.15969790024233	1.92416123621932	11.7138627426661	0.0006203621226058	0.0207069548419276	1.85619561783928	4.02381023736138	16.7590308456166	0.000563267903342241	0.0454849551030753	DTR_Mup
HELPU_003360	jcf7180000392949_206101_206300	-2.30465813391712	1.22098216947283	10.3703367268282	0.00128056189519823	0.0336332193916727	2.37913971485828	1.87884403484256	26.7173684822077	4.62872107891057e-05	0.0178754526032636	DTR_Mup
HELPU_004629	jcf7180000413241_27801_28000	1.18821625369914	1.96940409985766	10.4797131868691	0.00120692491558696	0.0321108643531731	5.6316701707444	0.189701577131565	64.9257872064858	1.02273511028306e-07	0.00162743860796137	DTR_Mup
HELPU_005561	jcf7180000415699_117301_117600	-1.79238592811454	4.38335706211386	10.4878205311459	0.0012016403496847	0.0320230426975503	3.39202118149519	1.77711812817917	20.2787201070236	0.000216317701267961	0.0305109083114763	DTR_Mup
HELPU_005864	jcf7180000396624_86201_86400	1.42108321835569	3.03184384881162	17.8731573603653	2.36128260593751e-05	0.00172763663521026	-2.67262834020513	0.812291156581384	19.6130830638838	0.00025739686331398	0.0330607225867414	DTR_Mdw
HELPU_006470	jcf7180000417423_127401_127600	2.29680904634964	4.47828216664847	52.6641228825415	3.95754817530278e-13	2.49462527096297e-10	3.53079239802774	-0.0676645632906233	26.0676296208149	5.35017885530495e-05	0.0185801017635993	DTR_Mup
HELPU_007115	jcf7180000348863_32201_32400	2.15054710348476	2.00143735702674	14.8360781133453	0.000117270497762171	0.00600608183695069	2.13371055133354	2.84034083151817	23.9973737178043	8.62553632510097e-05	0.0218644511442328	DTR_Mup
HELPU_007292	jcf7180000350331_100101_100300	-3.11972118601142	5.59549311414951	11.8101713454469	0.000589080108945022	0.0199060492896906	3.41158296115824	0.65452387015531	16.4983822426552	0.000607017246909378	0.0468137127034229	DTR_Mup
HELPU_008240	jcf7180000417494_120501_120600	-1.31415673751395	4.34290503253346	23.4618344460367	1.27416502310126e-06	0.000171166316095136	-3.51695340577601	3.19644541179535	18.4949138756297	0.000347203141837429	0.0375276808705922	DTR_Mdw
HELPU_008650	jcf7180000351356_70701_71400	-2.21660114903491	4.14817402016516	9.8267367249485	0.00171993222665531	0.040970885556183	2.8214398437252	2.8965205848796	19.9639707245339	0.000234762769941521	0.031763059001436	DTR_Mup
HELPU_008976	jcf7180000350306_83701_84500	-4.82951583209006	4.00123372858062	21.6322624530466	3.30249867998669e-06	0.000375865631015986	5.1787576960987	2.62873338799161	16.6972451244118	0.000573314320588611	0.0459069922620189	DTR_Mup
HELPU_010442	jcf7180000348976_47001_47200	-1.63555543970474	3.52817950380694	12.5452891166174	0.000397206405560608	0.0148966036172375	-4.10325218733695	3.85781650680644	17.6849431266935	0.000433829237919964	0.0411745208516346	DTR_Mdw
HELPU_010472	jcf7180000420468_61701_62100	-2.56306671638293	3.61962872144711	9.86557752247853	0.00168399807531507	0.0404085570370991	1.30126433796546	4.85678225615693	16.1279470497257	0.000674670195496921	0.0487373922031769	DTR_Mup
HELPU_010949	jcf7180000392563_174201_174900	-6.70495766265853	9.49808262561168	30.1396918181068	4.02018347886768e-08	9.02558726509074e-06	-1.63703703766564	3.59286053285079	18.3391703514055	0.000361826792329998	0.0380156469190847	DTR_Mdw
HELPU_010949	jcf7180000392563_175001_175300	-6.70495766265853	9.49808262561168	30.1396918181068	4.02018347886768e-08	9.02558726509074e-06	-2.98126219565492	0.223265420686515	24.1504072522162	8.30977770133159e-05	0.0216360278470692	DTR_Mdw
HELPU_011369	jcf7180000416155_96701_96900	-6.49843554088554	5.82996314639956	31.8018916575211	1.70726385240252e-08	4.23944655712497e-06	-2.3025635042745	1.66732762539774	18.67077582533	0.000331033730914469	0.0367263725851591	DTR_Mdw
HELPU_011935	jcf7180000347608_17301_17500	-1.51089151776428	7.82823104658621	18.783488408259	1.4642936351423e-05	0.00118803506863104	2.18736534265229	1.49478617731092	20.5439482394855	0.000201717549692339	0.0299519712834255	DTR_Mup
