region	gene	logFC	logCPM	F	PValue	FDR
jcf7180000417096_63101_63900	HELPU_000007	1.68799607146624	1.96325510325117	12.2905934929534	0.00222055368235757	0.0307452279004511
jcf7180000417096_112901_113000	HELPU_000012	-9.93105529655063	1.98976755465154	17.2683613919571	0.000659672761379258	0.0152438959276786
jcf7180000417096_126001_126200	HELPU_000014	2.18398393404734	0.205746181096719	11.3581363671283	0.00303790474684192	0.0370813948431228
jcf7180000417096_136701_136900	HELPU_000015	-1.79681094306992	2.79683741555911	10.5647632577563	0.00400083212496514	0.0436983809890707
jcf7180000417096_173801_173900	HELPU_000018	1.37606065620505	0.884976575844755	10.799912007441	0.00368051457707691	0.0415457734304094
jcf7180000417096_253501_253600	HELPU_000026	1.87591251770752	0.409838274906511	15.5177298651096	0.000807360771165764	0.0170764970907323
jcf7180000417096_406501_406600	HELPU_000044	-5.30156351303888	0.223035381654417	10.3159957878192	0.00482574038284076	0.0488521361644141
jcf7180000417096_545301_545400	HELPU_000053	-1.71285105410408	0.00703151937698831	11.9677400030288	0.00246934697012509	0.0327266169078298
jcf7180000417096_638401_638500	HELPU_000062	-7.53778964101746	0.10023490460057	13.6335420325539	0.00306406189843573	0.0372733455922728
jcf7180000417096_726801_727100	HELPU_000073	1.53404854798534	1.09735844357306	10.8134321878071	0.00366676004579641	0.0414712371031522
jcf7180000417096_902901_903000	HELPU_000084	1.3636639962783	1.51930996154346	12.8409072318299	0.001852253376633	0.0276105693637006
jcf7180000417096_913901_914000	HELPU_000085	-3.92137183878567	1.16487011997445	17.9185762578076	0.000406617210678791	0.0115358704242367
jcf7180000417096_1188401_1188900	HELPU_000106	-3.81336565881447	0.26590344958429	11.6331487044263	0.0029263770950008	0.0362509044282412
jcf7180000420409_63201_63300	HELPU_000110	-5.20134263023914	0.113615726103953	19.0983140451005	0.000905810219019706	0.0182831765954228
jcf7180000420409_199301_199500	HELPU_000123	3.40042937055106	2.38657181179144	21.4116954298912	0.000162029496845191	0.00686572671178336
jcf7180000420409_225101_225200	HELPU_000126	6.14314645815003	-0.750369123056915	15.6824501818088	0.00222012623128314	0.0307422816556797
jcf7180000420409_346301_346500	HELPU_000143	2.06844663955687	1.17788295289461	13.7381552328177	0.00139263690713196	0.0234461183447415
