gene	region	logFC_DEG	padj	logFC_DTR	F	FDR	DTR_direction
HELPU_000044	jcf7180000417096_406501_406600	-1.14807422513949	0.0166802168042859	-3.50745251141193	12.9645986093357	0.0225407269525611	DTR_down
HELPU_000638	jcf7180000417100_219301_219600	2.99672482233009	0.0384357176462141	1.42542538271473	11.9816141567923	0.0282762703153028	DTR_up
HELPU_000643	jcf7180000417100_277301_277400	-2.10707263991323	0.00744512116236146	-2.20450754637454	9.87506316247508	0.0476774936865939	DTR_down
HELPU_000738	jcf7180000395598_150201_150400	2.11710398458897	0.0108930539276345	4.47189674733047	23.7233152537063	0.00266490738759242	DTR_up
HELPU_000747	jcf7180000395598_208401_208500	-1.05199146688037	0.00160432312448753	2.46221583053356	11.5046039568661	0.0317592374824227	DTR_up
HELPU_000930	jcf7180000347071_85301_85500	-1.05940617852064	0.0143073961042606	-4.14529796478472	11.3863280089573	0.0332533212480957	DTR_down
HELPU_001304	jcf7180000420478_157501_157600	-2.63053786967751	0.0289424708634304	3.6286135813398	11.7699211929529	0.0297620274133716	DTR_up
HELPU_001984	jcf7180000347170_239101_239300	-1.67393294366133	0.0183736765495295	1.4611911819711	11.4366971178637	0.0323039190750907	DTR_up
HELPU_002037	jcf7180000420444_316201_316300	-3.62276275030512	0.000791726965357297	-1.69989838703807	16.7473328112373	0.00980211435794734	DTR_down
HELPU_002956	jcf7180000349188_50801_50900	-1.20084249296369	0.0487092662832037	-3.68107918764885	14.618112231076	0.0155254953578914	DTR_down
HELPU_003874	jcf7180000420408_238501_239000	1.76946329195804	0.0468135963199533	1.83715612610991	15.6103093934319	0.0125222412556332	DTR_up
HELPU_003930	jcf7180000392869_167401_167500	-1.12368468184948	0.0293822743525341	1.7180622607257	16.102999920824	0.0112815108897841	DTR_up
HELPU_004088	jcf7180000413263_209501_210400	-2.75571072431256	0.00525290096153253	-2.03726006346116	11.1714787570299	0.0347025651195119	DTR_down
HELPU_004102	jcf7180000417112_67101_67300	-2.63631865187376	0.000255810358990367	-3.97033709234011	42.6033086870576	0.000122426666246538	DTR_down
HELPU_004127	jcf7180000347322_134401_134600	-1.91803198690698	0.00249297695643745	3.53916204343296	21.6635349120689	0.00380570926738554	DTR_up
HELPU_004870	jcf7180000348969_18401_18500	2.92041996617332	0.00544552543039326	4.10652232817987	16.214796495257	0.0110045575110301	DTR_up
HELPU_005093	jcf7180000417393_138501_138600	-1.59637524521236	0.0242110446376924	1.56533860068984	17.7770911525354	0.00789822273779602	DTR_up
HELPU_005674	jcf7180000367543_162201_162500	-4.95760379750153	0.0401787062992794	1.16049537753722	10.7444371191129	0.0383654546505328	DTR_up
HELPU_005943	jcf7180000392467_68001_68200	1.64074035201645	0.00442710710960245	-1.4388503030876	13.9959847123103	0.0179129563704155	DTR_down
HELPU_005958	jcf7180000347213_137201_137600	1.5097434615523	0.0446087380602215	3.72550142084122	16.743384824388	0.0102860989699205	DTR_up
HELPU_006045	jcf7180000417195_147101_147500	-1.35259343846976	0.000422033166500314	-1.71285299145824	19.0752169354467	0.00609024768054802	DTR_down
HELPU_006045	jcf7180000417195_140801_141200	-1.35259343846976	0.000422033166500314	1.19865415593465	9.96190214431437	0.0466577049711269	DTR_up
HELPU_006056	jcf7180000349747_110601_111100	-1.68583737976748	0.00145598956195054	-1.22839874730604	18.7877140110298	0.00644714156855677	DTR_down
HELPU_006504	jcf7180000421140_15001_15100	-1.1573404324735	0.0244635085032302	-3.24514400558837	20.6858769239708	0.00450288031277187	DTR_down
HELPU_007403	jcf7180000399903_176001_176200	-3.04347520591694	0.0212685553129826	2.0898191468992	9.94836694729488	0.046848925982892	DTR_up
HELPU_007403	jcf7180000399903_176301_176700	-3.04347520591694	0.0212685553129826	1.23057704678258	12.366352932236	0.0259018449409662	DTR_up
HELPU_008127	jcf7180000392507_89801_90000	-1.55309902472235	0.0115237782512422	-3.27780725206522	19.720588192832	0.00537678584826938	DTR_down
