gene	region	logFC_DEG	padj	logFC_DTR	F	FDR	DTR_direction
HELPU_004102	jcf7180000417112_67101_67300	-2.3040765237581	0.00418016428562456	-1.903893959357	11.9493622008299	0.0429517938718257	DTR_down
HELPU_005229	jcf7180000350525_86801_87200	-1.77095293898293	0.00393706531227632	1.27978042468008	18.4320786818274	0.0109890125255417	DTR_up
HELPU_007179	jcf7180000347748_56801_56900	-1.28754697780013	0.0369020905644937	3.51374925304429	18.5994544199934	0.0118157289091728	DTR_up
HELPU_009396	jcf7180000352254_93101_93200	-1.24026275843913	0.0435627546737197	2.63929614835912	14.639661459914	0.0239157221116395	DTR_up
HELPU_009753	jcf7180000366633_41501_41600	-2.62642740679392	0.0339781325185062	2.06669587458019	18.3335144112934	0.0112028798391826	DTR_up
HELPU_009781	jcf7180000350978_55601_55800	1.57670809038476	0.000196885218538381	-1.87487709814036	13.2475644225135	0.0320097928301325	DTR_down
HELPU_009846	jcf7180000353926_40801_40900	1.14974522781711	0.0126485267175833	5.41950078950046	14.598678173212	0.0321383616377336	DTR_up
HELPU_009933	jcf7180000353940_81301_81700	-1.95918998311564	0.0163194258769334	-1.30226069342	13.2118994464698	0.0322235894704245	DTR_down
HELPU_010591	jcf7180000411895_11101_11300	-4.27353238781039	0.0354506113878948	-2.64670386387478	20.3094990792485	0.0077720091065598	DTR_down
HELPU_010711	jcf7180000353491_33901_34100	-1.71616571050184	0.0196096986407752	-2.18475079184605	21.8485306171505	0.00581938578325162	DTR_down
HELPU_011088	jcf7180000413312_161701_161800	-2.15913624451275	0.0371778095642825	-3.2994402682216	17.3745304993263	0.0137939545565809	DTR_down
HELPU_011110	jcf7180000393506_80701_80800	-2.33885314611171	0.00998204579182975	3.42002293515694	18.9834310581878	0.0099346386230503	DTR_up
HELPU_012195	jcf7180000354484_32401_32500	-1.67082072824432	0.0243811711285393	5.24297064016528	15.8121820039685	0.0208029636386821	DTR_up
HELPU_012478	jcf7180000417293_38501_38600	2.19344207054207	0.0328898090010186	-4.01075165549699	21.1447580623217	0.0067795586728601	DTR_down
HELPU_013913	jcf7180000393535_62901_63100	-2.49581677670797	0.0460687669791548	-1.22129158301803	13.1934246791317	0.0323672010003105	DTR_down
HELPU_017210	jcf7180000366838_8201_8500	2.86545286495904	0.0363357657108231	2.42792803206705	13.3546826031208	0.0312225643982385	DTR_up
HELPU_017295	jcf7180000417266_35801_35900	7.68724236199592	1.0058674627217e-09	4.88136353617071	19.7552325160797	0.0129050932106567	DTR_up
HELPU_017295	jcf7180000417266_30001_30300	7.68724236199592	1.0058674627217e-09	-2.27060137614112	15.3500054323126	0.0206870325499597	DTR_down
HELPU_017295	jcf7180000417266_30901_31100	7.68724236199592	1.0058674627217e-09	2.021986060581	19.7984886330546	0.00853062928433846	DTR_up
HELPU_017324	jcf7180000374846_9701_9800	-1.74719102397741	0.0292189837960746	-4.20233218582239	15.2746412163992	0.0226373738258119	DTR_down
HELPU_017336	jcf7180000361622_22801_23000	5.85510889368422	0.000206135994831687	3.89115214825145	40.0772768924619	0.000251029064714674	DTR_up
HELPU_017518	jcf7180000361204_22401_22500	5.2496366866884	0.0246036538729779	3.30423757032505	12.5984595648387	0.0396667799759307	DTR_up
HELPU_017957	jcf7180000417263_69701_69800	2.31893805179582	6.41525414548894e-05	-3.92796709399475	29.9952558646567	0.00139021142339595	DTR_down
HELPU_019443	jcf7180000353547_13901_15000	7.36791366822734	1.8996920779225e-06	-1.44776404176574	14.2293408230804	0.0259183592624806	DTR_down
HELPU_020615	jcf7180000372514_20601_20900	-3.28011705236784	0.0135164036418032	-1.12720634957196	11.6963503787387	0.0453249331768688	DTR_down
HELPU_021314	jcf7180000349298_18901_19000	-3.23592101714337	0.0429321516194988	4.38517501658783	20.2146223170945	0.00879561223226711	DTR_up
